"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1970",2.55239452299587,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1971",2.85136866897565,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1972",3.18368565670658,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1973",3.83720535164235,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1974",4.69022638202192,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1975",5.20203900024966,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1976",5.79387443826547,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1977",6.26789850270441,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1978",6.59021263796185,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1979",7.46046080315691,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1980",8.43462749127118,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1981",9.70776832553803,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1982",10.0550895919792,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1983",10.6296978951795,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1984",11.8539358951315,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1985",13.0620581883205,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1986",13.9703339692587,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1987",14.7790179940529,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1988",18.1089439108463,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1989",22.5877338167283,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1990",22.9337771869399,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1991",23.5289717837039,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1992",23.888856888724,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1993",24.5117349551049,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1994",25.389696420099,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1995",25.6961919765722,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1996",25.9038179986991,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1997",26.941948109334,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1998",28.9213161869446,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1999",31.0193277057705,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2000",33.5958677708319,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2001",37.3687292014822,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2002",44.3726470145656,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2003",52.3758635705696,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2004",55.6468976369558,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2005",56.664709342083,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2006",60.5793697475723,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2007",66.9602662033699,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2008",69.6026619787002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2009",72.4212174665525,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2010",80.8768839401095,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2011",79.1348600623917,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2012",78.8804071348599,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2013",84.1064787705132,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2014",91.7204932589649,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2016",105.500097863187,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2017",114.308083788525,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1970",57.1882724528279,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1971",58.6762164993614,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1972",59.7017110210688,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1973",61.8247514863971,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1974",62.7418559662286,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1975",58.337232209011,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1976",58.0211835985664,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1977",56.8644295636548,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1978",54.1959073689055,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1979",54.7822195003022,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1980",55.7043372429405,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1981",57.437798739418,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1982",53.7609164876693,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1983",52.6154406331746,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1984",53.8366601678852,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1985",55.5739934112661,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1986",55.5070637978831,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1987",55.2082082350287,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1988",61.9474858078326,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1989",69.7511400168951,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1990",65.7456412216468,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1991",66.7990921249078,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1992",65.9841351014467,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1993",66.1574759573432,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1994",65.4339769142565,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1995",63.308170700472,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1996",60.7342205692388,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1997",61.0397788861923,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1998",64.5044775525102,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1999",66.0662777978578,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2000",68.004162233096,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2001",69.90780767544,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2002",81.3565687340307,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2003",92.0007525859957,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2004",91.3266820825794,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2005",88.4091202152461,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2006",89.8290071532176,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2007",91.3069634999819,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2008",88.1783474610795,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2009",87.649973176185,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2010",94.275132132343,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2011",86.7336388332135,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2012",85.0673718823418,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2013",88.1354198557605,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2014",92.9174218199026,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2016",105.23537022734,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2017",113.928379035544,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1973",40.9204400865741,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1974",45.06370227974,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1975",42.9201968460228,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1976",41.7046477774883,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1977",40.631262224376,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1978",39.4635963265998,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1979",41.1630603860386,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1980",43.5730261239869,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1981",46.4068645108754,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1982",43.0481443487114,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1983",41.7516118801208,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1984",43.3763675003044,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1985",44.0625833197807,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1986",42.7378863648112,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1987",40.9726911129787,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1988",44.9667341286903,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1989",51.3446356982599,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1990",49.1969130910808,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1991",48.8621002345106,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1992",49.1470337742694,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1993",50.192918653443,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1994",51.6291561352015,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1995",51.3757786265556,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1996",50.254166758888,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1997",50.7807502529377,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1998",52.9011196140599,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1999",55.2589640649437,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2000",58.0625722601075,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2001",62.6191945771055,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2002",72.5588744313601,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2003",84.0720047447781,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2004",87.1541618309254,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2005",86.8239179748789,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2006",89.8898676970997,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2007",94.1711852062494,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2008",90.9110630173603,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2009",88.5576311085488,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2010",94.8304865207951,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2011",88.7312643689351,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2012",84.9054849521488,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2013",87.6314126020049,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2014",93.2284539766074,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2016",104.7143752983,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2017",112.746586072501,
"AUS","HOUSECOST","REAL","IDX2015","A","1970",26.5899831577193,
"AUS","HOUSECOST","REAL","IDX2015","A","1971",27.7156703247848,
"AUS","HOUSECOST","REAL","IDX2015","A","1972",29.1174002076288,
"AUS","HOUSECOST","REAL","IDX2015","A","1973",32.2685098764919,
"AUS","HOUSECOST","REAL","IDX2015","A","1974",34.2584596931585,
"AUS","HOUSECOST","REAL","IDX2015","A","1975",32.425871939747,
"AUS","HOUSECOST","REAL","IDX2015","A","1976",31.6998301500977,
"AUS","HOUSECOST","REAL","IDX2015","A","1977",31.0926467723549,
"AUS","HOUSECOST","REAL","IDX2015","A","1978",30.1495243609921,
"AUS","HOUSECOST","REAL","IDX2015","A","1979",31.1270942802385,
"AUS","HOUSECOST","REAL","IDX2015","A","1980",31.8912847650646,
"AUS","HOUSECOST","REAL","IDX2015","A","1981",33.6123522850336,
"AUS","HOUSECOST","REAL","IDX2015","A","1982",31.5606287484569,
"AUS","HOUSECOST","REAL","IDX2015","A","1983",30.5229362780184,
"AUS","HOUSECOST","REAL","IDX2015","A","1984",31.9975670576993,
"AUS","HOUSECOST","REAL","IDX2015","A","1985",33.0671691123019,
"AUS","HOUSECOST","REAL","IDX2015","A","1986",32.7098887919575,
"AUS","HOUSECOST","REAL","IDX2015","A","1987",32.0949211830105,
"AUS","HOUSECOST","REAL","IDX2015","A","1988",36.739315052722,
"AUS","HOUSECOST","REAL","IDX2015","A","1989",43.0581706591756,
"AUS","HOUSECOST","REAL","IDX2015","A","1990",41.0629150980364,
"AUS","HOUSECOST","REAL","IDX2015","A","1991",40.6080292544941,
"AUS","HOUSECOST","REAL","IDX2015","A","1992",40.4636261350134,
"AUS","HOUSECOST","REAL","IDX2015","A","1993",40.6639212431156,
"AUS","HOUSECOST","REAL","IDX2015","A","1994",41.4583235207411,
"AUS","HOUSECOST","REAL","IDX2015","A","1995",40.8309463347527,
"AUS","HOUSECOST","REAL","IDX2015","A","1996",40.3852203736375,
"AUS","HOUSECOST","REAL","IDX2015","A","1997",41.4055975273209,
"AUS","HOUSECOST","REAL","IDX2015","A","1998",43.8430180916759,
"AUS","HOUSECOST","REAL","IDX2015","A","1999",46.5245636192764,
"AUS","HOUSECOST","REAL","IDX2015","A","2000",48.7043991977132,
"AUS","HOUSECOST","REAL","IDX2015","A","2001",52.3884767534789,
"AUS","HOUSECOST","REAL","IDX2015","A","2002",60.4563051286053,
"AUS","HOUSECOST","REAL","IDX2015","A","2003",69.7570207577294,
"AUS","HOUSECOST","REAL","IDX2015","A","2004",73.0294776389509,
"AUS","HOUSECOST","REAL","IDX2015","A","2005",72.7934415665052,
"AUS","HOUSECOST","REAL","IDX2015","A","2006",75.1053778425621,
"AUS","HOUSECOST","REAL","IDX2015","A","2007",80.4967770198154,
"AUS","HOUSECOST","REAL","IDX2015","A","2008",81.1288815235369,
"AUS","HOUSECOST","REAL","IDX2015","A","2009",82.2535220237511,
"AUS","HOUSECOST","REAL","IDX2015","A","2010",89.8916868836897,
"AUS","HOUSECOST","REAL","IDX2015","A","2011",85.9012088796123,
"AUS","HOUSECOST","REAL","IDX2015","A","2012",83.6064138027849,
"AUS","HOUSECOST","REAL","IDX2015","A","2013",87.0309352109686,
"AUS","HOUSECOST","REAL","IDX2015","A","2014",93.1090496420356,
"AUS","HOUSECOST","REAL","IDX2015","A","2015",100,
"AUS","HOUSECOST","REAL","IDX2015","A","2016",104.579575280967,
"AUS","HOUSECOST","REAL","IDX2015","A","2017",111.947829225405,
"AUS","HOUSECOST","RENT","IDX2015","A","1973",9.366454920838,
"AUS","HOUSECOST","RENT","IDX2015","A","1974",10.4147668018458,
"AUS","HOUSECOST","RENT","IDX2015","A","1975",12.1239765154971,
"AUS","HOUSECOST","RENT","IDX2015","A","1976",13.9015517376939,
"AUS","HOUSECOST","RENT","IDX2015","A","1977",15.4284444285555,
"AUS","HOUSECOST","RENT","IDX2015","A","1978",16.7046520880815,
"AUS","HOUSECOST","RENT","IDX2015","A","1979",18.1175972646996,
"AUS","HOUSECOST","RENT","IDX2015","A","1980",19.3482274185284,
"AUS","HOUSECOST","RENT","IDX2015","A","1981",20.9206951150868,
"AUS","HOUSECOST","RENT","IDX2015","A","1982",23.3819529227441,
"AUS","HOUSECOST","RENT","IDX2015","A","1983",25.4557906819738,
"AUS","HOUSECOST","RENT","IDX2015","A","1984",27.3245234155654,
"AUS","HOUSECOST","RENT","IDX2015","A","1985",29.649048706131,
"AUS","HOUSECOST","RENT","IDX2015","A","1986",32.7028265878532,
"AUS","HOUSECOST","RENT","IDX2015","A","1987",36.0756670094583,
"AUS","HOUSECOST","RENT","IDX2015","A","1988",40.200552525069,
"AUS","HOUSECOST","RENT","IDX2015","A","1989",44.0063855007981,
"AUS","HOUSECOST","RENT","IDX2015","A","1990",46.6271708283963,
"AUS","HOUSECOST","RENT","IDX2015","A","1991",48.1540635192578,
"AUS","HOUSECOST","RENT","IDX2015","A","1992",48.6098560762319,
"AUS","HOUSECOST","RENT","IDX2015","A","1993",48.8377461047182,
"AUS","HOUSECOST","RENT","IDX2015","A","1994",49.1795861474482,
"AUS","HOUSECOST","RENT","IDX2015","A","1995",50.0227937528491,
"AUS","HOUSECOST","RENT","IDX2015","A","1996",51.5496864437107,
"AUS","HOUSECOST","RENT","IDX2015","A","1997",53.0537916317239,
"AUS","HOUSECOST","RENT","IDX2015","A","1998",54.6718393339798,
"AUS","HOUSECOST","RENT","IDX2015","A","1999",56.1303620162952,
"AUS","HOUSECOST","RENT","IDX2015","A","2000",57.8623622327952,
"AUS","HOUSECOST","RENT","IDX2015","A","2001",59.6627224578402,
"AUS","HOUSECOST","RENT","IDX2015","A","2002",61.1440351430043,
"AUS","HOUSECOST","RENT","IDX2015","A","2003",62.2835102854387,
"AUS","HOUSECOST","RENT","IDX2015","A","2004",63.8559779819971,
"AUS","HOUSECOST","RENT","IDX2015","A","2005",65.2689231586153,
"AUS","HOUSECOST","RENT","IDX2015","A","2006",67.3883384235422,
"AUS","HOUSECOST","RENT","IDX2015","A","2007",71.0802288850285,
"AUS","HOUSECOST","RENT","IDX2015","A","2008",76.6408470801057,
"AUS","HOUSECOST","RENT","IDX2015","A","2009",81.7456827182102,
"AUS","HOUSECOST","RENT","IDX2015","A","2010",85.300833162604,
"AUS","HOUSECOST","RENT","IDX2015","A","2011",89.2206111525763,
"AUS","HOUSECOST","RENT","IDX2015","A","2012",92.9125016140625,
"AUS","HOUSECOST","RENT","IDX2015","A","2013",95.9662819957851,
"AUS","HOUSECOST","RENT","IDX2015","A","2014",98.3819622977451,
"AUS","HOUSECOST","RENT","IDX2015","A","2015",100,
"AUS","HOUSECOST","RENT","IDX2015","A","2016",100.752062594007,
"AUS","HOUSECOST","RENT","IDX2015","A","2017",101.39016267351,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2000",58.5838607572212,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2001",59.0818235759493,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2002",59.4186807753164,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2003",59.579786392405,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2004",58.4374011075949,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2005",61.3519481803797,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2006",63.8710541930379,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2007",66.8588310917721,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2008",67.5764833860759,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2009",70.2127571202531,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2010",76.7975,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2011",81.5975,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2012",87.57,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2013",92.0999999999999,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2014",95.3299999999999,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2016",108.5325,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2017",114.258799997457,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2000",82.1986306853274,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2001",81.7743334645589,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2002",80.9232407979701,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2003",78.6965900257875,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2004",74.8481164093323,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2005",74.1246272792866,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2006",74.0514008621479,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2007",74.2318409887155,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2008",73.049377107835,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2009",76.0739539310829,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2010",82.7388693270933,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2011",85.9454903291619,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2012",89.1313599567041,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2013",94.2198771432685,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2014",96.1271895417655,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2016",105.751132812065,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2017",110.09488617113,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2000",94.9305150343491,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2001",93.1079758791115,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2002",92.096627405576,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2003",88.4781894820202,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2004",83.8713260885175,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2005",85.1298859935439,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2006",86.6762587818971,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2007",88.9797118213176,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2008",88.8170226954158,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2009",88.161185043394,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2010",92.7497513186696,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2011",95.3811598686029,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2012",98.0496792363171,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2013",100.018785685692,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2014",99.5796430394349,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2016",105.308940736318,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2017",106.461109445789,
"AUT","HOUSECOST","REAL","IDX2015","A","2000",78.2031719146224,
"AUT","HOUSECOST","REAL","IDX2015","A","2001",77.0637321357078,
"AUT","HOUSECOST","REAL","IDX2015","A","2002",76.6553679019004,
"AUT","HOUSECOST","REAL","IDX2015","A","2003",75.7070656861113,
"AUT","HOUSECOST","REAL","IDX2015","A","2004",72.9673422216059,
"AUT","HOUSECOST","REAL","IDX2015","A","2005",74.8093147780728,
"AUT","HOUSECOST","REAL","IDX2015","A","2006",76.3084505830654,
"AUT","HOUSECOST","REAL","IDX2015","A","2007",77.9431948576533,
"AUT","HOUSECOST","REAL","IDX2015","A","2008",77.1533806630301,
"AUT","HOUSECOST","REAL","IDX2015","A","2009",79.7894892814476,
"AUT","HOUSECOST","REAL","IDX2015","A","2010",85.8068991170737,
"AUT","HOUSECOST","REAL","IDX2015","A","2011",88.4354138442842,
"AUT","HOUSECOST","REAL","IDX2015","A","2012",92.6579014630141,
"AUT","HOUSECOST","REAL","IDX2015","A","2013",95.4424168236644,
"AUT","HOUSECOST","REAL","IDX2015","A","2014",96.8322824373932,
"AUT","HOUSECOST","REAL","IDX2015","A","2015",100,
"AUT","HOUSECOST","REAL","IDX2015","A","2016",107.105046697086,
"AUT","HOUSECOST","REAL","IDX2015","A","2017",110.862921649519,
"AUT","HOUSECOST","RENT","IDX2015","A","1966",6.67705691796097,
"AUT","HOUSECOST","RENT","IDX2015","A","1967",7.07486506014771,
"AUT","HOUSECOST","RENT","IDX2015","A","1968",7.57059522395054,
"AUT","HOUSECOST","RENT","IDX2015","A","1969",8.12307574763333,
"AUT","HOUSECOST","RENT","IDX2015","A","1970",9.04276367203964,
"AUT","HOUSECOST","RENT","IDX2015","A","1971",10.2022492856683,
"AUT","HOUSECOST","RENT","IDX2015","A","1972",11.2382196043671,
"AUT","HOUSECOST","RENT","IDX2015","A","1973",12.5412499212146,
"AUT","HOUSECOST","RENT","IDX2015","A","1974",13.1888704825024,
"AUT","HOUSECOST","RENT","IDX2015","A","1975",14.5792517458628,
"AUT","HOUSECOST","RENT","IDX2015","A","1976",17.1491481343207,
"AUT","HOUSECOST","RENT","IDX2015","A","1977",18.9640434519191,
"AUT","HOUSECOST","RENT","IDX2015","A","1978",19.9877735050108,
"AUT","HOUSECOST","RENT","IDX2015","A","1979",20.7016027077139,
"AUT","HOUSECOST","RENT","IDX2015","A","1980",21.3931768632804,
"AUT","HOUSECOST","RENT","IDX2015","A","1981",22.6895307794848,
"AUT","HOUSECOST","RENT","IDX2015","A","1982",25.2928095322878,
"AUT","HOUSECOST","RENT","IDX2015","A","1983",28.9081346241595,
"AUT","HOUSECOST","RENT","IDX2015","A","1984",31.1052596953401,
"AUT","HOUSECOST","RENT","IDX2015","A","1985",33.2845807907194,
"AUT","HOUSECOST","RENT","IDX2015","A","1986",34.5926185241266,
"AUT","HOUSECOST","RENT","IDX2015","A","1987",35.7738026848975,
"AUT","HOUSECOST","RENT","IDX2015","A","1988",36.5488332156359,
"AUT","HOUSECOST","RENT","IDX2015","A","1989",37.5163694088418,
"AUT","HOUSECOST","RENT","IDX2015","A","1990",39.0820088588625,
"AUT","HOUSECOST","RENT","IDX2015","A","1991",40.9731274962258,
"AUT","HOUSECOST","RENT","IDX2015","A","1992",43.628149243939,
"AUT","HOUSECOST","RENT","IDX2015","A","1993",45.897046718319,
"AUT","HOUSECOST","RENT","IDX2015","A","1994",48.8207975514443,
"AUT","HOUSECOST","RENT","IDX2015","A","1995",52.5134587567095,
"AUT","HOUSECOST","RENT","IDX2015","A","1996",55.7009312070975,
"AUT","HOUSECOST","RENT","IDX2015","A","1997",57.7345614220671,
"AUT","HOUSECOST","RENT","IDX2015","A","1998",59.4790457909712,
"AUT","HOUSECOST","RENT","IDX2015","A","1999",60.700649771748,
"AUT","HOUSECOST","RENT","IDX2015","A","2000",61.7280935996063,
"AUT","HOUSECOST","RENT","IDX2015","A","2001",63.4719080801138,
"AUT","HOUSECOST","RENT","IDX2015","A","2002",64.5470089683059,
"AUT","HOUSECOST","RENT","IDX2015","A","2003",67.3556335514503,
"AUT","HOUSECOST","RENT","IDX2015","A","2004",69.7013052625433,
"AUT","HOUSECOST","RENT","IDX2015","A","2005",72.090472227327,
"AUT","HOUSECOST","RENT","IDX2015","A","2006",73.70663547453,
"AUT","HOUSECOST","RENT","IDX2015","A","2007",75.1545742479303,
"AUT","HOUSECOST","RENT","IDX2015","A","2008",76.0978346007555,
"AUT","HOUSECOST","RENT","IDX2015","A","2009",79.6726190416676,
"AUT","HOUSECOST","RENT","IDX2015","A","2010",82.8088190507462,
"AUT","HOUSECOST","RENT","IDX2015","A","2011",85.5564612935485,
"AUT","HOUSECOST","RENT","IDX2015","A","2012",89.3258358157531,
"AUT","HOUSECOST","RENT","IDX2015","A","2013",92.1010809599121,
"AUT","HOUSECOST","RENT","IDX2015","A","2014",95.7600013837695,
"AUT","HOUSECOST","RENT","IDX2015","A","2015",100,
"AUT","HOUSECOST","RENT","IDX2015","A","2016",103.082801405286,
"AUT","HOUSECOST","RENT","IDX2015","A","2017",107.340467077829,
"BEL","HOUSECOST","NOMINAL","IDX2015","A","1970",7.73555205006471,
"BEL","HOUSECOST","NOMINAL","IDX2015","A","1971",7.67695366833611,
