"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1976-Q4",81.8344101160117,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1977-Q1",82.8505124123263,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1977-Q2",83.4675407708688,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1977-Q3",84.0169342096549,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1977-Q4",84.612529590598,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1978-Q1",84.4916990228996,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1978-Q2",85.313312659698,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1978-Q3",86.0608517914767,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1978-Q4",86.5188446140395,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1979-Q1",88.7736883394785,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1979-Q2",87.8951866188961,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1979-Q3",86.5545323170504,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1979-Q4",85.126812125783,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q1",80.8033997838951,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q2",80.1570020823953,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q3",79.4120395519174,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q4",78.6532959364754,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q1",77.5794697088517,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q2",76.0366003957803,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q3",74.3863596407346,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q4",72.6816819075964,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q1",72.167763557211,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q2",70.5039078128691,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q3",68.7919099348077,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q4",67.2170705656165,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q1",65.2232196544507,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q2",63.8222938304118,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q3",62.5628476949882,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q4",61.4272566859825,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q1",61.0142385513998,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q2",60.2275135404883,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q3",59.3856204586677,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q4",58.6758129863691,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q1",57.5848330694763,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q2",56.9812121275568,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q3",56.3760894432479,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q4",56.0563723304462,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q1",55.7688873408616,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q2",55.750387337889,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q3",56.0436995060043,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q4",56.8586915993327,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q1",57.4209178208221,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q2",58.1363104966122,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q3",59.0397402489886,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q4",61.126480510496,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q1",63.4282269097526,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q2",64.9428852505209,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q3",67.0882550870956,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q4",68.0252388460891,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q1",70.3776616551023,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q2",71.96916737076,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q3",72.5255132103924,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q4",71.8378897302647,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q1",74.8758266907527,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q2",73.1684267553575,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q3",71.2165665301186,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q4",68.4850931157282,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q1",68.4428903203349,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q2",66.3948769131601,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q3",65.6365771615309,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q4",65.4540883995874,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q1",61.0653426500165,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q2",59.0218453894029,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q3",56.8837218703809,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q4",53.5166930498865,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q1",50.3564735029079,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q2",50.5153491750097,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q3",48.7586341352919,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q4",51.6899288575485,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q1",50.9753276302313,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q2",53.2328486702804,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q3",52.1870435535563,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q4",50.7311800331484,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q1",50.6810947024936,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q2",50.7673936711775,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q3",50.6905608505312,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q4",49.7287957220093,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q1",50.0952568643504,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q2",49.5997714398779,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q3",51.061702932868,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q4",52.7474346529933,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q1",52.8863494230704,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q2",53.2740939662715,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q3",54.1497658518409,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q4",55.021565644964,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q1",56.0480433987457,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q2",58.0784960353183,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q3",57.5768132265687,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q4",58.6818298152244,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q1",58.4460599699521,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q2",59.3465444591384,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q3",60.6650909044358,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q4",60.7217109165299,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q1",59.3354609214083,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q2",63.729453237342,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q3",62.4583935971471,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q4",63.9966660516124,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q1",63.2078527971462,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q2",62.5853357193368,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q3",62.3893735452318,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q4",62.0747050334719,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q1",62.4936065395958,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q2",63.0726167642889,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q3",64.6540297678747,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q4",65.4826025429044,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q1",65.3969377965137,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q2",66.2624669650797,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q3",66.62807798935,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q4",68.8479827663592,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q1",69.932934201731,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q2",71.5674269379792,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q3",71.906217710778,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q4",73.6486908125899,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q1",73.9610391651067,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q2",73.7950038525079,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q3",76.5752803921016,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q4",78.3747793014049,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q1",80.1416626921436,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q2",81.1382183575586,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q3",81.3284915784003,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q4",81.4456170115025,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q1",82.2931460578096,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q2",86.6650120705275,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q3",88.1923546724402,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q4",86.3415776130423,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q1",83.4932919065471,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q2",84.3022524429994,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q3",80.9469890489276,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q4",79.7852800378018,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q1",79.6919424784927,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q2",79.0398904897968,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q3",83.1390271160843,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q4",86.0882111064635,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q1",85.3304620574429,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q2",85.5807935171326,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q3",85.7103367455203,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q4",86.295549593904,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q1",85.5932140438719,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q2",86.1636624215644,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q3",83.1246139965848,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q4",82.3839716885881,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q1",82.1904299595826,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q2",82.2465255041676,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q3",82.5537461365253,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q4",82.9267038322306,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q1",83.0079621667067,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q2",84.6630421333412,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q3",85.3492086712569,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q4",87.3400262446691,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q1",87.8496375553652,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q2",90.1053695460575,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q3",91.5185944738714,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q4",92.3233380961425,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q1",95.0980730955852,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q2",98.1477847395357,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q3",102.432872598425,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q4",104.322433483187,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q1",104.173600790393,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q2",102.886498371688,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q3",106.728522398269,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q4",106.982292584818,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q1",108.075956417998,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q2",109.207075668452,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q3",111.658826273978,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q4",109.056707939145,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q1",102.314575735935,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q1",81.8877451959717,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q2",79.8255868051108,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q3",78.2765326880164,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q4",76.5319702603636,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q1",73.8993173396258,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q2",71.425759337371,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q3",67.8015304655835,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q4",65.9076316959697,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q1",63.2957511387133,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q2",61.4939538316573,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q3",59.7743639726386,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q4",58.5412913128541,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q1",57.4763820834928,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q2",56.1991521505128,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q3",55.0413821344213,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q4",54.2615602051123,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q1",53.3771597597887,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q2",52.9037775617877,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q3",52.7838833441471,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q4",52.0165178546656,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q1",51.3493356328887,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q2",51.214703398106,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q3",51.7068590557117,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q4",50.8686010638185,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q1",51.4691330892419,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q2",52.0029780425003,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q3",52.1395222653792,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q4",53.7868385738018,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q1",54.4933298767023,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q2",54.9792648670967,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q3",55.4863802687589,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q4",56.7519523548521,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q1",58.403786421358,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q2",60.0520817458401,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q3",61.9152786413751,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q4",62.8056857448157,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q1",65.1369200184462,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q2",67.1138562465061,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q3",67.9526341890025,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q4",67.3901559926872,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q1",67.6529640841698,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q2",65.8087251028395,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q3",64.7612957067614,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q4",63.5051735217174,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q1",60.3987832294055,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q2",55.2099390190777,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q3",53.6652961453537,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q4",52.7533299998004,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q1",49.5751398837428,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q2",47.7142878343673,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q3",45.2490572591216,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q4",41.8732076668835,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q1",39.0052810818674,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q2",37.8310929203627,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q3",37.015553658041,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q4",37.3756906854344,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q1",38.1796314572657,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q2",38.2233601064321,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q3",38.11983202121,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q4",37.7094568862382,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q1",37.7393382195958,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q2",37.3630127792068,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q3",36.6163249763773,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q4",36.3415086228111,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q1",36.0691480366286,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q2",35.6865941256524,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q3",35.9477704215347,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q4",36.3056075242462,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q1",36.4599647500146,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q2",36.9335932279219,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q3",37.4334387079157,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q4",37.9992866530706,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q1",39.1797677009876,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q2",39.863681672935,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q3",40.7040605691547,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q4",42.0057713436472,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q1",42.6299868138052,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q2",43.8881215730686,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q3",44.798580021727,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q4",45.6217601502457,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q1",46.9419040682291,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q2",48.5751889528703,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q3",49.6974454778371,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q4",50.6261811693225,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q1",51.7960544501986,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q2",51.7407479516248,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q3",52.1178956845168,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q4",52.1576763271874,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q1",52.762742875994,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q2",53.4675046872132,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q3",54.6232582587483,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q4",55.5051399799486,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q1",55.4930221683814,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q2",55.7426954397765,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q3",56.1874850544342,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q4",57.3467050699656,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q1",57.9845610147828,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q2",59.1985726888226,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q3",59.8640720128864,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q4",61.2880465062376,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q1",61.2376717148158,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q2",62.1264861341997,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q3",63.7911987897486,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q4",66.522073050989,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q1",68.9280539631564,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q2",70.0145821524153,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q3",71.0932580137621,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q4",72.7343946523956,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q1",75.2290139742881,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q2",78.3082829352966,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q3",80.3960602294203,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q4",79.2503559105279,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q1",78.6941990983921,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q2",78.5825568420635,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q3",77.3129793256864,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q4",74.2551837943498,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q1",75.0175741833913,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q2",75.6778796723204,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q3",77.17412655147,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q4",80.1496288066418,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q1",80.9417877434526,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q2",81.0506787441296,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q3",81.7538396203059,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q4",83.6293028095785,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q1",83.0561130890057,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q2",82.5269860355993,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q3",81.8421080223593,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q4",80.5620387191153,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q1",80.5714393422811,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q2",80.7206325460651,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q3",80.7457418345939,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q4",81.4505743724712,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q1",81.9097905415254,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q2",82.7104584154518,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q3",83.6695718241467,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q4",85.3557711371077,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q1",86.9463341419561,
